district,city,landSize,buildingSize,bedrooms,bathrooms,floors,garages,electricity,furnishing,priceNumeric
Depok,Sleman,82.0,551.0,2.0,1.0,1.0,2.0,Lainnya,Unfurnished,690000000
Banguntapan,Bantul,158.0,115.0,3.0,2.0,1.0,,Lainnya,,1350000000
Pengasih,Kulon Progo,114.0,50.0,2.0,1.0,1.0,,Lainnya,,457000000
Pengasih,Kulon Progo,50.0,127.0,2.0,1.0,1.0,,Lainnya,,420000000
Wates,Kulon Progo,169.0,65.0,3.0,1.0,1.0,,Lainnya,,543000000
Wates,Kulon Progo,160.0,65.0,3.0,1.0,1.0,,Lainnya,,539000000
Bantul,Yogyakarta,84.0,84.0,2.0,1.0,1.0,1.0,Lainnya,,400000000
Ngaglik,Sleman,146.0,106.0,3.0,2.0,1.0,2.0,Lainnya,Unfurnished,1350000000
Purwomartani,Sleman,170.0,120.0,4.0,2.0,1.0,,2200 Watt,Unfurnished,1330000000
Depok,Sleman,111.0,132.0,4.0,4.0,2.0,2.0,Lainnya,Furnished,1780000000
Ngemplak,Sleman,100.0,75.0,3.0,2.0,1.0,2.0,Lainnya,Unfurnished,725000000
Ngaglik,Sleman,132.0,200.0,4.0,5.0,2.0,2.0,Lainnya,Unfurnished,2600000000
Ngemplak,Sleman,130.0,122.0,3.0,3.0,2.0,,Lainnya,Furnished,1590000000
Mlati,Sleman,116.0,160.0,3.0,3.0,2.0,2.0,Lainnya,Furnished,2350000000
Purwomartani,Yogyakarta,201.0,230.0,5.0,4.0,1.0,1.0,Lainnya,Furnished,3300000000
Purwomartani,Yogyakarta,120.0,85.0,,,3.0,1.0,Lainnya,Unfurnished,920000000
Purwomartani,Yogyakarta,78.0,70.0,3.0,2.0,1.0,,Lainnya,Unfurnished,750000000
Purwomartani,Yogyakarta,170.0,120.0,3.0,1.0,1.0,,Lainnya,Unfurnished,1380000000
Purwomartani,Yogyakarta,95.0,75.0,,,1.0,3.0,Lainnya,Unfurnished,600000000
Godean,Sleman,90.0,110.0,3.0,3.0,2.0,,Lainnya,Semi Furnished,1690000000
Gamping,Sleman,80.0,45.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,425000000
Godean,Sleman,108.0,108.0,3.0,3.0,2.0,,Lainnya,Unfurnished,1570000000
Sleman,Sleman,100.0,60.0,3.0,2.0,1.0,1.0,Lainnya,Unfurnished,585000000
Godean,Sleman,93.0,98.0,3.0,3.0,2.0,,Lainnya,Unfurnished,700000000
Godean,Sleman,93.0,98.0,3.0,3.0,2.0,,Lainnya,Unfurnished,770000000
Kasihan,Bantul,156.0,156.0,3.0,2.0,1.0,,Lainnya,Furnished,900000000
Purwomartani,Sleman,80.0,50.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,565000000
Minomartani,Sleman,105.0,180.0,4.0,2.0,2.0,,2200 Watt,Unfurnished,1250000000
Sleman,Sleman,155.0,140.0,4.0,1.0,1.0,,1300 Watt,,700000000
Maguwoharjo,Yogyakarta,180.0,126.0,3.0,1.0,1.0,1.0,2200 Watt,,1750000000
Maguwoharjo,Yogyakarta,95.0,110.0,3.0,3.0,1.0,,2200 Watt,,1420000000
Kalasan,Sleman,259.0,306.0,4.0,3.0,1.0,1.0,2200 Watt,,1500000000
Ngemplak,Sleman,107.0,80.0,3.0,3.0,1.0,,2200 Watt,,1350000000
Condong Catur,Sleman,503.0,100.0,4.0,4.0,1.0,,4400 Watt,,2300000000
Gondokusuman,Yogyakarta,1167.0,2000.0,,2.0,3.0,5.0,Lainnya,Unfurnished,35000000000
Godean,Sleman,102.0,55.0,2.0,1.0,1.0,,Lainnya,,615000000
Gamping,Sleman,280.0,330.0,4.0,3.0,3.0,1.0,Lainnya,,2500000000
Depok,Sleman,105.0,155.0,4.0,4.0,2.0,,Lainnya,,1750000000
Depok,Sleman,200.0,250.0,5.0,4.0,2.0,,Lainnya,Furnished,3600000000
Depok,Sleman,200.0,250.0,5.0,4.0,2.0,,Lainnya,Furnished,3600000000
Jetis,Yogyakarta,248.0,167.0,6.0,2.0,1.0,,Lainnya,Furnished,3000000000
Ngampilan,Yogyakarta,462.0,250.0,2.0,3.0,1.0,,Lainnya,Unfurnished,2500000000
Sleman,Sleman,389.0,100.0,4.0,2.0,1.0,,Lainnya,Unfurnished,1650000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Banguntapan,Bantul,120.0,150.0,3.0,3.0,2.0,,Lainnya,,2300000000
Godean,Sleman,220.0,284.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Wonosari,Gunung Kidul,70.0,40.0,2.0,1.0,1.0,1.0,1300 Watt,Unfurnished,350000000
Umbulharjo,Yogyakarta,294.0,100.0,1.0,1.0,1.0,,1300 Watt,Unfurnished,2940000000
Kasihan,Bantul,348.0,250.0,5.0,3.0,,,1300 Watt,Unfurnished,3500000000
Gamping,Sleman,120.0,114.0,3.0,2.0,2.0,,2200 Watt,Furnished,2380000000
Kalasan,Sleman,291.0,252.0,4.0,4.0,2.0,1.0,Lainnya,Unfurnished,4900000000
Gondokusuman,Yogyakarta,815.0,350.0,7.0,4.0,,,1300 Watt,Unfurnished,23000000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Kotagede,Yogyakarta,109.0,90.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,1200000000
Ngemplak,Sleman,80.0,36.0,1.0,1.0,1.0,,Lainnya,Unfurnished,500000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Condong Catur,Sleman,1020.0,450.0,6.0,3.0,1.0,6.0,3500 Watt,Unfurnished,5500000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Kaliurang,Yogyakarta,83.0,40.0,2.0,1.0,1.0,,Lainnya,Unfurnished,585000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Banguntapan,Bantul,81.0,90.0,3.0,3.0,2.0,,2200 Watt,Unfurnished,799000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Kalasan,Sleman,200.0,120.0,3.0,2.0,1.0,,2200 Watt,Furnished,1850000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Kalasan,Sleman,97.0,46.0,2.0,1.0,1.0,,Lainnya,Unfurnished,655000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,2.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Kotagede,Yogyakarta,79.0,40.0,2.0,1.0,1.0,,Lainnya,Unfurnished,590000000
Kalasan,Sleman,100.0,85.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,600000000
Banguntapan,Bantul,691.0,500.0,6.0,5.0,2.0,1.0,2200 Watt,,4250000000
Kalasan,Sleman,100.0,85.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,600000000
Purwomartani,Sleman,207.0,160.0,4.0,2.0,1.0,1.0,1300 Watt,Unfurnished,1140000000
Purwomartani,Sleman,207.0,160.0,4.0,2.0,1.0,1.0,1300 Watt,Unfurnished,1140000000
Kaliurang,Yogyakarta,208.0,65.0,3.0,1.0,1.0,,Lainnya,Unfurnished,985000000
Semanu,Gunung Kidul,75.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,690000000
Sleman,Sleman,115.0,70.0,3.0,1.0,1.0,1.0,1300 Watt,Furnished,990000000
Kasihan,Bantul,150.0,200.0,4.0,4.0,2.0,1.0,2200 Watt,Semi Furnished,1700000000
Purwomartani,Sleman,98.0,75.0,3.0,2.0,1.0,,1300 Watt,,750000000
Purwomartani,Sleman,224.0,180.0,4.0,4.0,2.0,1.0,3300 Watt,Furnished,2600000000
Sedayu,Bantul,71.0,60.0,3.0,2.0,2.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,1.0,2200 Watt,Unfurnished,499000000
Sleman,Sleman,134.0,134.0,4.0,2.0,2.0,1.0,2200 Watt,Semi Furnished,1500000000
Sleman,Yogyakarta,82.0,47.0,2.0,1.0,1.0,,Lainnya,Unfurnished,622000000
Wonosari,Gunung Kidul,60.0,34.0,2.0,1.0,1.0,1.0,Lainnya,,166000000
Ngaglik,Sleman,125.0,165.0,3.0,3.0,2.0,1.0,3300 Watt,Furnished,2050000000
Maguwoharjo,Yogyakarta,100.0,125.0,3.0,3.0,1.0,,2200 Watt,Furnished,1550000000
Godean,Sleman,110.0,95.0,3.0,2.0,2.0,1.0,3300 Watt,,1540000000
Sleman,Sleman,110.0,95.0,4.0,3.0,2.0,1.0,3300 Watt,Unfurnished,1500000000
Godean,Sleman,330.0,275.0,6.0,6.0,2.0,1.0,3300 Watt,Unfurnished,4300000000
Sedayu,Bantul,80.0,36.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,329000000
Condong Catur,Sleman,138.0,153.0,4.0,4.0,2.0,,3500 Watt,Furnished,2800000000
Kalasan,Sleman,101.0,65.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,825000000
Godean,Sleman,220.0,248.0,6.0,6.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Ngemplak,Sleman,122.0,85.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,870000000
Gamping,Sleman,107.0,75.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,849000000
Mlati,Sleman,129.0,150.0,3.0,3.0,2.0,,Lainnya,Unfurnished,2650000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,2200 Watt,Unfurnished,3370000000
Godean,Sleman,220.0,248.0,6.0,7.0,2.0,,1300 Watt,Unfurnished,3370000000
Gamping,Sleman,107.0,75.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,849000000
Sleman,Yogyakarta,185.0,300.0,13.0,13.0,2.0,,Lainnya,Furnished,3000000000
Maguwoharjo,Yogyakarta,164.0,300.0,5.0,5.0,2.0,2.0,2200 Watt,Unfurnished,1600000000
Ngemplak,Sleman,122.0,85.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,870000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,499000000
Depok,Sleman,220.0,380.0,18.0,19.0,2.0,,1300 Watt,Furnished,3800000000
Kalasan,Sleman,101.0,65.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,825000000
Sedayu,Bantul,80.0,36.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,329000000
Kalasan,Sleman,100.0,85.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,600000000
Purwomartani,Sleman,207.0,160.0,4.0,2.0,1.0,1.0,1300 Watt,Semi Furnished,1140000000
Ngaglik,Sleman,103.0,100.0,3.0,3.0,2.0,,2200 Watt,Semi Furnished,1310000000
Condong Catur,Sleman,130.0,180.0,4.0,3.0,2.0,,Lainnya,Unfurnished,2100000000
Sleman,Sleman,112.0,80.0,3.0,1.0,2.0,,1300 Watt,Unfurnished,745000000
Sleman,Sleman,112.0,80.0,3.0,1.0,2.0,,1300 Watt,Unfurnished,745000000
Sleman,Sleman,112.0,80.0,3.0,1.0,2.0,,1300 Watt,Unfurnished,745000000
Mlati,Sleman,110.0,145.0,3.0,3.0,2.0,,Lainnya,Unfurnished,3160000000
Godean,Sleman,90.0,50.0,2.0,1.0,1.0,,Lainnya,Furnished,690000000
Depok,Sleman,105.0,100.0,3.0,3.0,2.0,,2200 Watt,Unfurnished,1100000000
Maguwoharjo,Yogyakarta,103.0,115.0,3.0,3.0,2.0,,Lainnya,Unfurnished,1350000000
Caturtunggal,Sleman,807.0,300.0,7.0,3.0,1.0,1.0,3500 Watt,Unfurnished,7300000000
Sleman,Sleman,122.0,85.0,3.0,2.0,1.0,,Lainnya,Unfurnished,925000000
Kotagede,Yogyakarta,158.0,115.0,3.0,1.0,1.0,,2200 Watt,Semi Furnished,1390000000
Bantul,Yogyakarta,134.0,148.0,3.0,2.0,2.0,,Lainnya,Unfurnished,995000000
Depok,Sleman,106.0,110.0,3.0,3.0,2.0,,2200 Watt,Furnished,1740000000
Sleman,Yogyakarta,98.0,75.0,3.0,2.0,1.0,,Lainnya,Semi Furnished,749000000
Ngaglik,Sleman,135.0,180.0,4.0,3.0,2.0,1.0,2200 Watt,Unfurnished,2500000000
Gamping,Sleman,159.0,206.0,4.0,3.0,2.0,1.0,Lainnya,Unfurnished,2650000000
Ngaglik,Sleman,154.0,230.0,4.0,3.0,2.0,1.0,3500 Watt,Semi Furnished,3500000000
Ngaglik,Sleman,96.0,120.0,3.0,3.0,2.0,,Lainnya,Furnished,1700000000
Depok,Sleman,202.0,300.0,5.0,5.0,2.0,4.0,3500 Watt,Semi Furnished,2800000000
Depok,Sleman,120.0,130.0,4.0,3.0,2.0,,Lainnya,Furnished,1890000000
Depok,Sleman,109.0,120.0,3.0,3.0,2.0,,3300 Watt,Unfurnished,1760000000
Sleman,Yogyakarta,115.0,170.0,4.0,4.0,2.0,,Lainnya,Furnished,1980000000
Gamping,Sleman,135.0,200.0,3.0,4.0,2.0,,Lainnya,Furnished,2990000000
Sleman,Sleman,90.0,65.0,3.0,2.0,2.0,,Lainnya,Unfurnished,1650000000
Mantrijeron,Yogyakarta,88.0,97.0,3.0,3.0,2.0,,Lainnya,Unfurnished,2590000000
Ngaglik,Sleman,109.0,58.0,3.0,2.0,1.0,,Lainnya,Furnished,949000000
Maguwoharjo,Yogyakarta,134.0,171.0,5.0,4.0,2.0,,Lainnya,Furnished,2580000000
Banguntapan,Bantul,72.0,50.0,2.0,1.0,1.0,,Lainnya,Unfurnished,550000000
Purwomartani,Sleman,159.0,170.0,4.0,3.0,2.0,,3500 Watt,Furnished,2500000000
Ngaglik,Sleman,388.0,137.0,4.0,2.0,1.0,1.0,Lainnya,Unfurnished,1950000000
Sedayu,Bantul,449.0,176.0,3.0,1.0,1.0,1.0,Lainnya,Unfurnished,799000000
Ngemplak,Sleman,134.0,175.0,4.0,3.0,2.0,,5500 Watt,Furnished,2580000000
Gamping,Sleman,110.0,60.0,3.0,2.0,1.0,,Lainnya,Unfurnished,595000000
Ngaglik,Sleman,238.0,110.0,4.0,2.0,1.0,,2200 Watt,Furnished,1620000000
Gamping,Sleman,100.0,80.0,2.0,1.0,,,Lainnya,,650000000
Ngemplak,Sleman,130.0,200.0,4.0,3.0,2.0,1.0,Lainnya,Furnished,1850000000
Ngaglik,Sleman,115.0,75.0,3.0,2.0,1.0,1.0,Lainnya,Furnished,785000000
Pengasih,Kulon Progo,128.0,65.0,3.0,1.0,1.0,,1300 Watt,Unfurnished,482000000
Ngaglik,Sleman,100.0,150.0,4.0,2.0,2.0,1.0,Lainnya,Unfurnished,1500000000
Godean,Sleman,102.0,70.0,3.0,2.0,1.0,2.0,Lainnya,Unfurnished,750000000
Ngemplak,Sleman,126.0,80.0,3.0,2.0,1.0,2.0,Lainnya,Unfurnished,955000000
Ngaglik,Sleman,120.0,70.0,3.0,2.0,1.0,,Lainnya,Unfurnished,750000000
Banguntapan,Bantul,85.0,55.0,2.0,1.0,1.0,,Lainnya,Furnished,655000000
Sleman,Sleman,205.0,85.0,2.0,2.0,1.0,,2200 Watt,Unfurnished,1750000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,499000000
Sleman,Sleman,189.0,190.0,6.0,3.0,1.0,,Lainnya,Unfurnished,1450000000
Sleman,Yogyakarta,136.0,110.0,2.0,1.0,1.0,,Lainnya,Furnished,1600000000
Sleman,Sleman,204.0,150.0,3.0,3.0,,,900 Watt,Semi Furnished,1400000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,455000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,,2200 Watt,Unfurnished,499000000
Purwomartani,Yogyakarta,90.0,56.0,2.0,2.0,1.0,,1300 Watt,Unfurnished,675000000
Purwomartani,Sleman,90.0,56.0,2.0,2.0,1.0,,1300 Watt,Unfurnished,675000000
Ngaglik,Sleman,126.0,90.0,3.0,2.0,2.0,,1300 Watt,Unfurnished,1200000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Sentolo,Kulon Progo,71.0,60.0,3.0,2.0,1.0,1.0,2200 Watt,Unfurnished,499000000
Ngemplak,Sleman,120.0,80.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,790000000
Ngaglik,Sleman,160.0,185.0,3.0,3.0,2.0,,3500 Watt,Furnished,2800000000
Prambanan,Sleman,202.0,360.0,3.0,4.0,2.0,,Lainnya,Furnished,1200000000
Ngaglik,Sleman,121.0,45.0,2.0,1.0,1.0,,Lainnya,Unfurnished,690000000
Depok,Sleman,130.0,180.0,4.0,3.0,2.0,,Lainnya,Unfurnished,1950000000
Mlati,Sleman,110.0,107.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,2110000000
Mlati,Sleman,260.0,142.0,3.0,3.0,2.0,,3500 Watt,Unfurnished,4490000000
Mlati,Sleman,153.0,135.0,3.0,3.0,2.0,,3500 Watt,Unfurnished,3230000000
Sleman,Sleman,168.0,143.0,3.0,2.0,1.0,,Lainnya,Furnished,7500000000
Caturtunggal,Sleman,1081.0,480.0,6.0,4.0,1.0,1.0,Lainnya,Unfurnished,15000000000
Sewon,Bantul,127.0,60.0,2.0,1.0,1.0,,2200 Watt,Unfurnished,1300000000
Banguntapan,Bantul,120.0,160.0,4.0,3.0,3.0,,3500 Watt,Unfurnished,1100000000
Sleman,Sleman,197.0,196.0,4.0,4.0,2.0,,5500 Watt,Semi Furnished,3900000000
Tegalrejo,Yogyakarta,316.0,350.0,6.0,5.0,2.0,,Lainnya,Furnished,7500000000
Sleman,Yogyakarta,140.0,75.0,3.0,2.0,1.0,,Lainnya,Unfurnished,799000000
Purwomartani,Sleman,203.0,120.0,3.0,2.0,1.0,,Lainnya,Furnished,1740000000
Sleman,Sleman,126.0,60.0,3.0,2.0,2.0,,Lainnya,Unfurnished,799000000
Seyegan,Sleman,102.0,55.0,2.0,1.0,1.0,,Lainnya,Unfurnished,615000000
Seyegan,Sleman,163.0,68.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,719000000
Sleman,Sleman,128.0,210.0,3.0,3.0,2.0,,Lainnya,Unfurnished,2800000000
Sleman,Sleman,90.0,50.0,3.0,2.0,1.0,1.0,Lainnya,Unfurnished,685000000
Sleman,Yogyakarta,460.0,230.0,4.0,3.0,2.0,2.0,Lainnya,Unfurnished,4750000000
Mlati,Sleman,372.0,370.0,5.0,5.0,1.0,1.0,Lainnya,Unfurnished,3500000000
Mlati,Sleman,111.0,107.0,3.0,2.0,2.0,,2200 Watt,Unfurnished,2130000000
Mlati,Sleman,260.0,142.0,3.0,3.0,2.0,,3500 Watt,Unfurnished,4490000000
Mlati,Sleman,153.0,135.0,3.0,3.0,2.0,,3500 Watt,Unfurnished,3230000000
Sleman,Sleman,200.0,190.0,4.0,3.0,2.0,1.0,Lainnya,Furnished,2900000000
Depok,Sleman,103.0,54.0,3.0,1.0,1.0,,1300 Watt,Unfurnished,950000000
Mlati,Sleman,108.0,142.0,3.0,3.0,2.0,,1300 Watt,Furnished,2250000000
Sleman,Sleman,82.0,47.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,622000000
Kalasan,Sleman,115.0,70.0,3.0,2.0,1.0,,1300 Watt,Unfurnished,790000000
Ngemplak,Sleman,155.0,170.0,4.0,3.0,2.0,,2200 Watt,Unfurnished,2400000000
Sedayu,Bantul,84.0,45.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,495000000
Condong Catur,Sleman,186.0,190.0,6.0,3.0,2.0,1.0,Lainnya,Unfurnished,1450000000
Ngaglik,Sleman,105.0,110.0,3.0,2.0,2.0,,2200 Watt,Furnished,1500000000
Banguntapan,Bantul,78.0,50.0,2.0,1.0,1.0,,1300 Watt,Furnished,799000000
Ngemplak,Sleman,165.0,110.0,4.0,3.0,2.0,,2200 Watt,Furnished,1780000000
Purwomartani,Sleman,100.0,40.0,2.0,1.0,1.0,,2200 Watt,Unfurnished,888000000
Banguntapan,Bantul,72.0,36.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,295000000
Wonosari,Gunung Kidul,62.0,40.0,2.0,1.0,1.0,1.0,1300 Watt,Unfurnished,304000000
Godean,Sleman,110.0,55.0,3.0,1.0,1.0,1.0,2200 Watt,Unfurnished,700000000
Sleman,Yogyakarta,200.0,300.0,6.0,6.0,2.0,,10000 Watt,Semi Furnished,2300000000
Gedong Tengen,Yogyakarta,385.0,1.0,,,1.0,,Lainnya,Unfurnished,4500000000
Caturtunggal,Sleman,432.0,632.0,26.0,13.0,1.0,,Lainnya,Unfurnished,4900000000
Gamping,Sleman,90.0,45.0,2.0,1.0,1.0,,1300 Watt,Unfurnished,399000000
Banguntapan,Bantul,180.0,175.0,5.0,5.0,2.0,,4400 Watt,Unfurnished,2980000000
Kaliurang,Yogyakarta,208.0,65.0,3.0,1.0,1.0,,Lainnya,Unfurnished,985000000
Purwomartani,Sleman,114.0,160.0,4.0,3.0,2.0,,2200 Watt,Semi Furnished,1600000000
Purwomartani,Sleman,180.0,180.0,4.0,3.0,2.0,,3500 Watt,Unfurnished,2300000000
Ngemplak,Sleman,130.0,130.0,3.0,3.0,2.0,,Lainnya,Unfurnished,1550000000
